Comment,Hatespeech
Hohliandijoje truksta durniu mesos. Vakaru Idiotai TURI BUTI ISNAIKINTI. Tai Rusijos garbes reikalas,Yes
"Niekas nieko negauna tiesiog Rusijos ir Ukrainos žydeliai daro bizniuka kai chalopai pjaunasi tarpusavyje . Tarkim Rusija užimtų Ukraina galiu duot ranką nukirst , kad visąi valdžiai kuri valdo  Ukraina net plaukas nenukris nuo galvos  pradedant nuo žydo Zelenskio baigiant žydera milijardieriumi Igoriu Kolmonoiskiu .Blogiausiu atveju Putinas sumokės kompensacija ir visa Ukrainos grietinėlė persikels į Izraeli .",Yes
"P*sk nx janki...,",Yes
"Matai buvo už ką žydelių nekęsti , gal pamiršai kokios tautybės atstovai buvo etatiniai NKVD ir CK darbuotojai kurie šaudė ir žudė visų tautų atstovus nelietė tiktai saviškių , taigi lazda turi du galus .

Jankyne taip pat nebuvo saldu Didžiosios Depresijos metais lentynos krautuvėse lūžo nuo maisto prekių , o eiliniai jankiai mirė iš bado atspėk kokios tautybės atstovai gyveno kaip inkstas taukuose ir krovėsi turtus",Yes
"Geriau tegul ukrainiečiai galabija kacapus , negu pačiam eit į karą . Juk kuo daugiau maskolių išgalabija , tuo Rusija darosi silpnesnė ir taps nepajėgi užpult kitas valstybes . Jeigu rusai sekmingai kariautų darytų blickrygus  tai kiltų pasaulinis karas ir gerai ,kad rusus dusina . Juk niekas nenori kad rusai kariautų kaip Čingischanas arba Hitleris iki 1941 metų kai užgrobinėjo Europą su minimaliais nuostoliais .",Yes
"Aš manau  jei baltas žmogus nerasistas krušasi su negrais aziatais ar indėnais išniekina savo krauja yra biologinė atmata ir tokius reikia naikinti , kaip pedofilus.

Kraujo niekintojas yra blogesnis negu žmogžudys , nes kai nužudai žmogų nužudai vieną gyvenima ,o kai niekini krauja tu dalyvauji genocide tavo blogu pavizdžiu paseka kiti žmonės ypatingai jaunimas ir tada prisiveisia mulatai ,metisai , myšrūnai , taip žūsta tautos genufondas ir pasiekti technologini progresa ,pasiekti kosmini amžių neįmanoma ,vyksta civilizacijos degradacija .",Yes
"Jau per jaunatį pradedi siautėti? Įpisk uspakojoncų. jei nepadeda, kreipkis į pasibaigusio galiojimo Zelią, kad pasiųstų į Rytų frontą. P.S. Naciai jau vieną kartą rusams jau prapiso. Dabar rusams prapisinėja nacistinės ideologijos išradėjai vaithole ir valstryte. Ir visas šitas nacistinis seilėjimasis pasibaigs, tik kai anglosaksai bus perp*sti už visa ką ""gero"" padarė nuo Indijos plėšimo, etninių indėnu nuodijimo, kai pirmą kart buvo panaudotas masinis biologinis naikinimo ginklas  ar būrų karo meto, kai dirbtinai buvo sukeltas badas. Todėl Joneli, daryk išvadas, spęsk savo pasiligojusios psichikos problemas.,..",Yes
"Pavartyk Niurnbergo protokolus glušiau tu ziguojantis. Jei to neužteks, p*zdink į ukrolandą, - ten tokių ""kovotojų su komunizmu"", dabar susidarė ryškus trūkumas, o smulkioji britaškė ir jankynas dosniai apmoka. turiu puikią progą užsidirbti daugiau nei virtualiai ziguodamas,.. Gal būt net palaidos nemokamai. Kaip ""kovotoją su komunizmu"".",Yes
"O nenori  Joneli vykti į ukrolandą? Dabar visi protingi ir ""kovojantys už blatąją rasę, prieš visokius čiurkas"", dabar važiuoja ""atsilikusius rusus pastatyti į vietą"". :D...Klounas tu kaip preikalas, vis dėl to...",Yes
"Kodėl  tikras lietuvis turėtų palaikyti komuniagas čekistus ar NKVD darbuotojus jie juk nužudė daugiau lietuvių negu vokiečiai ar SS kareiviai jeigu būčiau negras , žydas ar kacapas mongoloidas mąstyčiau kitaip.",Yes
"Tu esi klinikinis daunas, jei bandai  lyginti  išvežimą į Sibirą, su 9 forto ar Panerių sušaudymo grioviais. Esmė yra tame, kad iš Sibiro dauguma vis dėl to turėjo galimybę grįžti,. O nuo nacių iškastų sušaudymo griovių, grįžo vienetai.  Vien tik žydų buvo išnaikinta apie 200 tūkst. Todėl dusk tu daune nedadarytas, nes tikriejinaciai tave patį nudusins. Už kvailumą. nes tas įvaizdis kurį sukūrei tipiško nacio portretui, man jau siejasi su buko ir riboto, sunkiai protaujančio, tačiau turinčio švelniai pasakius nepamatuotų ambicijų personažu... Labanakt asilėli...",Yes
Nu labai prašosi socdemai spyrio į šikanę.,Yes
Nuotraukuose vien tik pensijiniai su sovietinėm pažiūrom ir kaimo marozai kurie ant pašalpų sėdi. Daug ką pasako apie tai kokia ten minia buvo susirinkus.,Yes
"Nesiginčiju su menko išsilavinimo moraliniais degradais facebooke, bet kaip mano politinės pažiūros susiję su tuo, kad minios surinktos iš kaimų glūdumos ir kad aršiausiai rėkia bobutės ir jų prasigėrę anūkai? Mažai logikos argumente.",Yes
"užvažiuočiau už tokį komentarą, miestiete, intelegente, chamas",Yes
Arminai tu asilas be kiausu,Yes
Per ilgai delsia pareigunai panaudot dujas ir ginklus pries situs degradus…..,Yes
Nu vps i pareigunus kurie ginasi tik mesti viska kas papuola. Jau tokie degradai tas labovas ir visi pakalikai jo,Yes
Seimo vietoj neatgaileciau pinigu vistiek mokesciu moketoju 😃 uzpildyciau astra zeneca vakcina vandens patranka ir visus greit paskiepyciau 🤣🤣🤣 baigtusi visas mitingas nes palei juos zombiais pataptu 🤣🤣🤣,Yes
"Kiekvieną nufilmuot, fotografuoti ir sodint su tūkstantinėm baudom.",Yes
Vaivorykštės komunistai lauk !!!😏🇱🇹🇱🇹🇱🇹🇱🇹,Yes
"Ten daugiau plesikaujanciu,nei protestuotoju.Naudojas proga juodukai",Yes
"Amerikai 🇺🇸 stiprybės kovojant su plėšikais ,vagimis .Mūsų vyriausybė galėt padėti Amerikai pasiūsdama Arą .Nes amerikiečiai mus saugo Pabradėj .",Yes
Bezdziones turi proga prisiplesti,Yes
As tai saudyciau urodus,Yes
"vargu ar gslėtum džiaugtis je supleškintu tavo mašiną,tavo parduotuvę.tave pridubasintu ,bet nieko tokio juk mus pofik geri tie babajai arvisi kiti panšūs ituos kur tai daro Amerikoi ar darė Londone ar Pryžiuje jei mes to norim patys prisileiskim ir bus",Yes
Lietuva demokratiška šalis. Vakar dalis jos piliečių pasinaudojo savo teise būti idiotais.,Yes
ir ten susirinko pasalpiniai. Uk bbc bande idiotai taranuot tai ne tuo adresu nuvyko. Isivaizduok kokios ten ju smegenys...,Yes
"Buduliai nuo ryto alaus prisiurbė ir nusprendė pasiardyti... Tik užmiršo, kad vakarėlis vyksta ne kaimo gryčioj, o Vilniaus centre..",Yes
"Ačių pareigūnams,isivaizduoju kaip jums sunku buvo susivaldyti.Ten buvo Lietuvos mėšlynas.",Yes
padėka ir užuojauta pareigūnams.Kiek daug turim Lietuvoje darbo.Kiek daug turim mėšlo.,Yes
tikrai kad mėšlynas susirinkęs,Yes
"Pažiūri į intelekto nesužalotus veidus nuotraukose bei vaizdo reportažuose ir supranti, kad į tą mitingą subėgo beveik visi šalies buduliai. Kita jų dalis liko už kadro ir facebooke rašo panegirikas metusiems į žmones akmenis 🙈🙈🙈",Yes
"Žiauru yra tai, kad į mitingą specialiai sukviečiami parazituojantys ir nelieka vietos įsiterpti kitiems, protingiems ir turintiems aktualių klausimų. Gaila ir liūdna kad tik taip. Galų gale minia gali tyla išreikšti savo nuomonę.",Yes
"Čia ne Lietuva pajudėjo, čia - buvę kaliniai, pašalpiniai, gyventys iš mokesčių mokėtojų pinigų, ir emigrantai, kurie laiko save ""pasaulio bambom""🙁 Geriau eitų žolės pjaut, bent kokia nauda būtų...",Yes
Šaunuoliai išvaikė kaimo japus per visa diena pripiso ant vakaro sparnai išaugo vat juos ir aplaužė,Yes
Liko sugaudyti organizatorius ir nuteisti,No
Ar tik ne litvakas būsi jei siūlai būtent žudyti lietuvius gal pradėkim žudyt nuo taviškių ?,Yes
"geriau mokyklas ir ligonines statytu, o ne kariautu su kaimynais",No
"Kokie jie geri....,",No
Gabūs žmonės greitai dirba valdininkams jiems lafa,No
O simtus milijonu jiems skyret taip kad naudos didelis 0,No
"
Nu vistiek nauji metai,ukrainiečiai geraširdžiai ir orkam numetė dovanėlę🙂",No
Ką tie ukrainiečiai mažiau dejuotų ir prašytų išmaldos o kovotų dėl savęs dabar jau beveik metai kaip zelenskis melžia Lietuvą bet ir visą čiut ne pasaulį,No
"Duok dieve ,jumsto linkiu",No
duok dieve kiek privargot,No
Ukraineciai jau bega is ukrainos 😂,No
"O ko jiems galimai pritrūko ,savo tėvynę turi.",No
Ka jau karas baigesi kad po pasauli laksto ir spektaklius rengia kariai,No
Čia tie kurie evakuuoti iš Mariupolio? O kodėl jie ne fronte?,No
Šaunuoliai,No
Pagal pasaką apie vištytę ir gaidelį 🙃,No
"Jau atsibodo krito nukrito,koks skirtumas,geriau gal galima sporto rezultatais pasidžiaugti juk Savickas laimėjo tai čia nuostabi žinia",No
"Veikiausiai buvo Ukrainos, nieko konkretaus tik spelionės, lengviau pasakyt kad Ukraina paleido raketą, nei kad Rusija, nes visi ale atleidžia Ukrainai, nes ji žutbūtiniam kare, kovoja už savo laisvę ir taip nekyla jokia agresija iš Rusijos pusės ir NATO nereikia reguot, kaip į tiesioginį, karinį veiksmą prieš NATO 🤯😅😅😅😅 bravo👏🏻👏🏻👏🏻👏🏻👏🏻",No
"NATO oro gynybos sistema nesugeba niekaip sureaguoti ir apsaugoti Lenkijos teritorijos ir jos piliečių nuo mirties, kalta taip pat Rusija?",No
Taip,No
teisybė,No
"Razo,jei būtų ndribus kacapų sosiska,nei NATO ketvirtas nei 44 straipsnis,nebūt suveikias..deja taip",No
"Ukrajina paleido raketa. Kaip visada kalta rusija🤣🤣🤣
Jie ten besmegenu....nesupranta kad jie kursto didesni konflikta.
Nors jau dauguma mato koks zalesnskis nesveikas yra....
Ukrajina paleis daugiau raketu ant europos bus vel kalta rusija....
",No
"Man jūsų gaila,pati nesveika. Jei gyvenat Lietuvoje,tai vaikščiodama,purvinat mūsų žemelę",No
"Karas jums čia jokinga,gal nuvažiokit i Ukrajina pasižiurekit kaip tan dabar žmones gyvena?",No
"prašome jūsų, negrįžkit iš Londono 😂",No
"Ukrainiečiai pisa raketas i Lenkija, ten miršta du žmonės, bet atsakomybe krenta Rusijai? WTF?",No
ukrianiečiai numuše raketa kuri rusija paleido nebutu rusija šaudžius nebutu šito šudo 😉,No
"Bet zjbs logika: ejau, uzkliuvau uz borto, nukritau susilauziau koja, kelininkai kalti, nebutu bortu sudeja nebuciau uzkliuves.. 🤷‍♂️🤣",No
Ar America pries pries Rusija😊,No
Bortas puolė ar gynėsi?,No
"reika žiureti kur eini ,bet jei tave kažkas būtų pastumęs tai tada kitas reikalas,o dbr pats kaltas kad užkliuvai....",No
bortas pradejo neteiseta kara pries mano kojas 🤣🤣🤣🤣,No
Ne nepradėjo. Kaip gali pradėt karą nieko nedarydamas?,No
"nu tamstos bukumas totalinis!
",No
"Keista...ukrainos raketa pražudė Lenkijos žmonės,o jie kaltina rusiją dėl to kas įvyko dėl jų kaltės !🙈🙉",No
Genys ką reiškia russia,No
Nato -pasikeiskit pampersus!,No
Sekmadienio evangelija pagal Rimvydą Valtką 🤫,No
Tas tai konkretus grybu apsivalges bando sutelkti armija 🙂 ne tau Martynai melynas dangus 😉,No
Kas ta Gernika?,No
"Kažkas buvo negerai automobiliui.Gal dujas praleido.va taip ir sprogo.Ką čia bepadarysi,nelaimė😀",No
Ten jam ir vieta,No
Laba idomiai,No
"Gaila, kad nesikankino",No
Nesaugus rūkymas 🎉,No
Taip ir reikia išdavikam!,No
"Uhuu!! 👏👏
",No
Ukrianieciai pasidarbavo kad sproktu,No
Be liudininku,No
teisingai,No
Puiku,No
Atpildas,No
"Vėl pasakos, ruoškit paramą.",No
"Tai ko myžčioji? Bijai, kad ir Lietuvoj Putino pakalikai pakilt į orą?",No
Vėl etatinis? Sėdit ir dirbat?,No
"ko myži, tu gi nieko neremi ?",No
nepanašu kad tau reikia paramos. Pradžioje atsiremk į vyro.....o paskui- matysi- viskas gerai🤣,No
"Tai Izraelio MOSAD metodas. Manau , kad galimai, ukrainiečiai, turint mintyje prezidento tautybę, ten ruošiami, arba turi instruktorius vietoje.",No
Sutvarkė reikala.,No
Mini paskui laivą....,No
"ale ir sužino,kad buvo išdavikas😂",No
"""medžioklės sezonas atidarytas""..👍",No
Karma...,No
Nusipelnė,No
Kaip netiketa😆😆,No
nieko naujo....,No
"Kažkas laukė ,kol suaukos milijonus😄,o kažkam užteko ir mažiau🙂",No
Pralinksmino..vat gerai..bus maziau durniu,No
Super !!!,No
Opaaaaa.. Prasideda! 🤣,No
"ir būtinai tratatatas, svieto gelbėtojas 💪 🤦‍♂️...",No
arba nemoka skaityt antraštės ir nežino ką reiškia dvitaškis 🫣😂,No
Melas,No
"o juk esmė tame,kad reikia aukoti!Aukoti!Aukoti! 🙂 🙂 🙂",No
delfi nebūtų delfi jei nebekonstruotų galimai dviprasmiškų (kaušams) klikbaitinių antraščių.,No
"Komentaruose tai pagerinti susirinko, kurie nesugeba atsidaryti puslapio ir perskaityti straipsnio. 🙂",No
Toliau aukokit 🤣 cia kas dapuola tas pasiima,No
dar vienas tuoj sėdės pas tave🤣,No
"giroju perevodčiku slawa.
",No
Sažiningo ir išsilavinusio žmogaus portretas,No
"kodėl buvo minsk 2 sutartis pasirašyta? Kodėl rusai nežygiavo tolyn?buvo gi geras momentas.o dabar jau užsinorėjo...bet toli dar nenuėjo,o jum kinkos dreba...",No
"O tai mums kaip, prie ko tie ukrainiečiai, tai išvarykim mus iš savo namų, ir atiduokim jiems mūsų namus, neužilgo jaučiu taip ir bus",No
"jooo Giedraiu, sake gi mama- mokinkis, skaityk.... bet matau nepaklusnus buvai vaikis...😉. O dabar lenda sitos spragos..😃😅",No
"ne Viliau, Giedrius mokėsi gerai ir knygas jis skaitė, ir tėvynę jis tikrai gintų.
Giedrius tik turi savo nuomonę ir savo požiūrį, kas nėra blogai, nes gyvename valstybėje, kur kiekvienas gali turėti savo nuomonę ir ją reikšti garsiai, ir netgi ją ginti.",No
"jeigu ne ukrainiečių kova, tai mes jau būtume išvaryti iš savo namų ir keliautume Sibiro link gyvuliniame vagone, na išskyrus tuos, kurie sutiktų kolaboruoti",No
"faktų nežinote,tai ir nesuprantate.daugiau Lt TV ekraną žiūrėkite.",No
"gal galite savo teiginius ir klausimus sukonkretinti, nes nelabai supratau, ką jūs norite pasakyti?",No
"ačiū už patarimą, bet aš stengiuosi TV žiūrėti kaip galima trumpiau (mažiau😉)",No
"KĄ JŪS DAROT ???!!!
Su tokiais sprendimais, tik kurstote neapykantą šalies viduje! Ar tikrai?! esame TA turtinga valstybė, kuri gali taip elgtis. Liūdna, kad LIETUVIU LIETUVOJE, kuo toliau, tuo mažiau verta būti🥲",No
O lietuviams ne? 💔 Tie kur mokescius visa gyvenima moka,No
lietuviams padidins tik mokesčius.,No
"O kaip Lietuvos neįgaliam vaikui gyvybę išgelbėti, nes vaistai 2 mln kainuoją tai mat negali kompensuoti, sėdi visi krapšto užpakalius… GĖDA! Gėda dėl tokios supuvusios šalies sistemos!!!!",No
"O kad vaikam sunkiai sergantiems reikia padeti, tai nera pinigu, vaikai kovoja uz tai kad nori gyventi, kodel jus i juos neatsizvelgiat, geda tikrai geda😡",No
pritariu 100%🤨🤨🤨,No
"Kaip Lietuvos pensininkai,kurie dirbo ir mokėjo visą savo darbo laiką mokesčius? Kaip sunkiomis ligomis sergantys žmonės,kurie miršta dėl to,kad neišgali nusipirkti vaistų,nes net kompensacijų negauna? Jiems niekas,nieko neduoda už dyką.....",No
"Apsurdas, kažin ukrainiečiai paaukotų nors eurą Lietuvai, ar bent duonos riekę, tikrai ne, špygą gautume, bet va jiem tai visos privelegijos, aš nieko nesakau reikia padėt, bet valdžios vyrai tegul pirmiausiai pasirūpina savo piliečiais, o tada tik kitais, toks jausmas, kad ne mes lietuvos piliečiai-o ukrainiečiai🥺🤔",No
Dar parduotuvėj betrūksta apiprekinti nemokamai😀😀😀😡,No
Užtat musu lietuviai pensininkai svarsto išsipirkti vaistu receptiniu ar duonos nusipirkti.,No
"Komentatoriams noriu tik išryškinti, kad niekas jums dėl to dabar vaistų nepabrangins, į jūsų namus neateis ir neatims paskutinio aspirino. Išvis jums niekas nepasikeis dėl to. Jeigu norite, kad jums būtų nemokamai kažkas, tai tikėkimės, kad ir mus rusai užpuls, tada kokioje Vokietijoje ar toje pačioje Ukrainoje gausime dalykų nemokamai, nes Lietuvoje namai bus sudeginti, o artimieji užmušti.",No
"Jau skersai gerklės jie jau stovi . Aišku užjausti
gali bet viskam saikas yra . Viską duoda ir taip su legvatom tai gal už ačiū išvis bus visiem patogų .....ai nu nėra ką ir bekalbėti",No
kur dab valgysam🙈,No
prie ijejimo kebabus😃😃😃,No
Pas Šarkene,No
"Reikėtú tik džiaugtis,kad kažkas kažká dirba ir neprašo pašalpú",No
turiu daug draugų Romų tautybės super žmonės 👌👍🤗🥰,No
NĖRA BJAURESNIO PADARO KAIP ŽMOGUS RAŠOM BET KĄ NET NEGALVODAMI ČIGONAI IRGI ŽMONĖS NET GERESNI UŽ KAI KURIUOS LIETUVIUS YPAČ TOKIUS VYRUS RAŠYTOJUS PILNUS PAVYDO PAGIEŽOS ATSISUK Į SAVĘ IR PAŽIŪRĖK KOKS ESI PATS GĖDA,No
"Bet kokiu atveju gražu ir gerai kad dirbo darė. Kaip darė ką darė turi atsakyti klientai. Kurie ejo mėgo valgė arba ne. Šeip, jei labai esi mėgstamas ir skanus, užsidaryti, dar Vilniuje, tikrai neturėtų.",No
už ko tą laiką paturėjot?,No
"Taaaip….
Pasitycioti mes , lietuviai, tikrai mokam….",No
"Pikti, pavydūs žmonės nelaimingi - užuojauta ir palinkėjimas pasveikti 😉",No
"Grazina Bilunskiene
Buvom ten su dukra, labai nuostabu laika turėjome, ir maistas skanus buvo ir dainos su šokiais, tiesiog Super, gaila, kad užsidaro. Sėkmes Jums !",No
As apie komentarus😊😊,No
"O aš apie realybę,jei šaligatviu eis keli čigonai,tai jokiu gyvu nepasitrauks,o teks pačiam nulipti į.gatvę,naglesnės tautos nemačiau,o ir.jų kavinę niekada nėjau.",No
"Zmones dirba juoda darba, ir Nesvarbu, kokios jis tautybe, labai gaila.... Sekmes ir sveikatytes
",No
"Kalakutu šaika,tik apšikt ir galit,lietuviai nekuom negeresni už romus,lietuviai vagia daugiau nei romai",No
"Žinomi žmonės tikisi lengvų pinigų, bet ""bumas"" praeina ir supranta, kad norint išlaikyti ir plėtoti verslą ,reikia sunkiai dirbti. Beveik visų ""dainorėlių"" užeigos greitai užsidaro, juk visų draugų, kolegų ir pažįstamų veltui nemaitinsi, o juk jie to tikisi🫤. Matysim ,kaip Džiazu seksis, ji jau antrą restoraną atidarinėja🤔",No
"Nu ir zmones na ar jums kada kas gerai ? Buvo atsidaręs tai problema - vagis ,čigonas etc. Jeigu butu neatsidaręs nieko tai vėl blogai . Tai kas tada gerai ? Juk pasaulyje negyvens tik lietuviai ir ukrainiečiai ,nes pagal visas trydaliones tai suprantu ,kad geri tin lietuviai ir ukrainiečiai . Jau tokiu rasistu kaip lietuviai tai dar paieškoti reikia . Antroje eilėje būtų lenkai ir ,kurie vieni kitu nekenčia.",No
"Teko būti..
Paliko neisdildomą įspūdį",No
gaidovas iš tavęs šposininkas. Susirask kitą pramogą.,No
skaitoma nebus ir nelabai yra rupima,No
Gaila labai gaila toks geras ir skanūs restoranas buvo. Ilgesimes dar ilgai kažką sugolvosit sėkmės darbuose.,No
"Neverslūs mūsų šalies žmonės,atsidaro restoranai irvėl užsidaro,žmonės tikusi lengvų pinigų,o lengvi pinigai ilgesniam laikui nebūna,reikia dirbti pačiam savininkui ir sunkiai dirbti,kad išsilaikytum,reikia turėti verslo pagrindus",No
"Kokie jūs pikti žmonės,ar neatsigręš lazda kitu galu,nesuprantu iš kur tiek pykčio ir pagiežos",No
"maitinimo istaigu verslas nera sunkus ir jis yra pelningas, jei ne jovalu zmones maitini o normaliu maistu.. todel normalios vietos visada pilnos ir nesancios pelna, o va tokios kaip si sukurtos megeju dazniausiai ir neissilaiko... arba truko tiesiog verslo ziniu, arba maistas buvo niekuom neisskirtinis ir antra karta jo valgyti nesinorejo",No
"Jūsų vienos komentaras gražus. Daugiau visi pasiutę it velniai. Į savo tautą tegul atidžiai pasižiūri,- ogi visokių yra. Geros dienos ✌️",No
Kur dagar Radžis leis savo pinigus.....,No
Apsivigė ko gero,No
Labai gerai,No
Kokie ziaurus kai kuriu komentarai tik kad pasityčioti pasišaipyti,No
"Tokie issilavine,kaip Istvanas,Radzis,bei kiti ju aplinkos menininkai,ten sokejai,dainininkai,na isties puikus inteligentiski zmones,bet yra isties dauguma nekokios reputacijos zmones,todel ir kratosi tokiu nuomininku, butu savininkai ,na suprantama kodel!🤔",No
Visose tautose yra visko.Ir lietuviai ne visi kaip dievai.,No
"Visose tautose yra ir geru ir blogu zmoniu, kaip sauksi, taip atsilieps🙂",No
Na jie ne visi su kultura😂,No
kuo toliau..,No
"Didesnės nesąmonės negalėjote sukurti? Jei vadovausitės šita nesąmone, tai nepataisysite čigonų reputacijos niekada.",No
Grazuolis Istvanas !❤,No
"Gerbiamoji,pasiskatykite Bibliją,tada suprasite,ką parašiau!!!🎄🎄🎄",No
"Nesvarbu kas Biblijoje, dabar gyvename ne Biblijos įstatymais, atsibuskite!!!",No
"Kartą teko gyventi vienam įėjime su.nemaža šeima . Nemačiau problemos.
",No
"Sakoma: Ką pasėsi, tą ir pjausi. Tai jūsų tauta prisėjo.... ilgai jums dar pjauti...",No
"Kaimynas buvo išnuomavęs... Oi kaip buvo linksma... Nieko blogo tik pastovus karnavalas. Tiek bute, tiek kieme! 🤗",No
jei búsit Kauno autobusų stotyje saugokite tašes ir pinigines nes pjausto ir vagia pinigines,No
Lietuviai ir nepasižymi dideliu intelektu svetimoj šaly🤣,No
"Turiu Romos tautos pazystamu, aš taip jais pasitikiu ir myliu 💕💖tai yra mano rate, patikėkite, labai geri žmonės 😊",No
čia Tamsta tikrai apie save ??,No
"Pamaniau, kad Luis Fonsi Lietuvoj...",No
"Genų nepakeisi😁didelis kibiras deguto į bačką medaus .tokia ta romų tautybės šleifinė istorija. Kiek teko susidurti, norisi bėgti nuo jų tik pamačius, dėje. Gal yra vienas kitas doras žmogus, bet tokio dar nesutikau🙈",No
"Matyt ne be reikalo😎
",No
Gal ne be reikalo?,No
Ir tarp cigonu vagiu pasitaiko,No
"Gal užsiimkime savo vaikų, jaunimo auklėjimu,savo senelių , ligonių priežiūra.Čigonsi patys savimi pasirūpins.Nekiškime rankų tarp durų.
Jie- klajokliai. Jie nėra sėslūs.Darbo jie nedirbs.",No
"Tikrai taip. Nes tik keli iš Jūsų garbingi , malonūs žmonės, o deja diduma problematiški, netvarkingi, agresyvūs ir t.t.",No
"Jie patys savęs bijo, jei iškraipo savo tautybę. Kas čia per ""romai"", kodėl ne čigonai?",No
"Atleiskit,bet gal galite pasakyti, kur jūs matėte dirbantį čigoną? 😳😳",No
"O man teko bendrauti ir darbe,super,lb sutarėm juokėmės iki ašarų,ir poliklinikoj,geri zmones ir nuoširdus,nekenk kitam ir tau nekenks",No
"imkit atsigerkit,aciu,ne,o rūbinėje nieks nedingo",No
"Ir mums teko bendrauti, gyveno kaimynystėje nuomojosi sodo namelį.Kol gyveno 7-10km spinduliu viskas buvo gerai.Kai po kelerių metų išsikraustė, prasidėjo masinės vagystės.",No
Kaip kaip?,No
Man teko dirbti poroje su čigonė Na galiu pasakyti kad žmogus iš didžiosios raidės 1000 kartu geresne už lietuvius Nuostabi moterys Darbininkė net viršijo mane Aš nežinau ko žmonės bijo čigonų Taip būna jų visokių bet būna ir labai gerų žmonių Aš ir mokiausi su trymis čigonai du broliai ir sesuo Nuostabus buvo vaikai Padėdavo visiems kiek galėdavo Dalindavosi ką turėdavo Lietuviai daug biauresni negu čigonai Taip kad aš nebijau čigonų ir gerbiu tikrus žmones Nereikia kenkti jiems ne kenks ir jie,No
Nors po taves ir tvanas😁😁,No
Stebint statistika kyla klausimas: is ko jie gyvena?,No
"Romai mazai kas dirba ar mokinasi,zodziu nei kareivio nei darbininko,sokti dainuoti ar apgaudineti ,tokia prigimtis ir nieko nepakeisi.",No
"Prašom, ponas,kreipkitės į žmogaus teisių komiteto pirmininką!
Ta,asaba, turėtų (privalo)rūpintis ir ""tokiais"" reikalais, ne tik savo grupuotės fantazijomis!
",No
"Prisimenu dar kai vaikas buvau,kaime pas močiutę užklydo jų būrys.Megztinius pardavinėjo.Vyriškis į vidų įėjo,kiti lauke buvo.Už vištą megztinį pardavė,bet išeidamas vistiek nugvelbė nuo stalo krištolinę saldaininę.",No
"Na kad yra nedarbo tautybė,tai šventa tiesa,neverta net diskutuoti.",No
Nu neįtikėtina! Toks nepasitikėjimas. Be niekur nieko...,No
Yra tam priezastis 🤨,No
O kodėl? Jūs patys ir atsakykit į tą klausimą.,No
"Taip uztai kad nuo senu laiku cigonai sussike ir susike kitiem reputacijas,tai viesa paslaptis",No
"Tuo laiku ir lietuvių labai daug nužudė daugiau negu romų,bet kad jie vagys ,tai ir nenori išnuomot,reikejo šimtmečiais nevogt neapsukinet,o dabar jau kritus reputacija,ką prisidirbot tą ir turit",No
"Keli isikapste kaip radzis o kiti prie masinu puola neleidzia isvaziuot ,siulidami peilius pradzioj 30 e po to 5🤣",No
"Turėjom ""laimę"" tris mėnesius turėt tokius nuomininkus savo laiptynėje 🙈, tie trys mėn. prailgo šimtmečiais! Bet ačiū dievui tai baigėsi, daugiau tikiuosi niekada tas nepasikartos, ni ni.",No
"Nieko, seneliumbai, man su šuniu tas pats. Galim gyvent kartu, jeigu nori",No
Visokiu yra visose tautose kitų tautu žmones dar baisesni nereikia smerkti romu,No
"Kuo čia dėti žymūs romų tautybės žmonės? Kad taptų žymiais, jie kažką veikė, ar ne? Jums kyla klausimų, kodėl romais Lietuvoje nepasitikima? Gal todėl, kad 55 proc. jų turi tik pradinį išsilavinimą, o dirbančių romų tik 11 proc.? O kokie likusių pragyvenimo šaltiniai?..",No
"Ko norėti, jei savo elgesiu tokią nuomonę susikūrė?",No
"Ar tai, kad stirnos vengia visų(!) vilkų yra vilkų diskriminacija? Gal tai kolektyvinė patirtis? Prašau nesuprasti, jog tai taikoma vien romams.",No
Kiek sutinku romų savo rajone - negerbiantys kitų,No
"Turėjau, nuomos reikalų.. išėjo man į nuostolį ..kelių šimtų eu.. niekada gyvenime daugiau..",No
"Turim patirčių su jais, aplenkiu iš tolo.",No
Nezinau is vis kaip galima cigona i namus isileist....,No
O jus blet dievo sventieji lietuviai nieko nedarot nevagiat afioras nedarot nu isvis svariai ir savo prakaitu uzdirbat jusu lietuviai isvis zudo vos ne kiekviena diena zmones nu jus siukles vienu zodziu jus baisesni nei tie cigonai geriau uztyllkit,No
"Ir kaip įkalti žmonėms į galvą, vieną paprastą tiesą niekada į savo namus neįsileisk svetimų žmonių. Nesvarbu,kuo jie prisistatyti gali.",No
"Man atodo ,mad šios dvi moterėlės , nieko nekalbėdamos kaišiojo kažkokius popiergalius .Kuruose pavaizduota ,invalidai su vežimėliai.Ir duodavo kažką pasirašyt ,opaskui prašydavo pinigū.Buvo tokių žmonių ,kad davė,Kalbėt nekalbėdavo bet gestais.Viskas vyko Prienų aikštėj ,koke20min ir psišalino.Nepamenu dienos maždaug gegužės pabaivj .",No
Lietuva siaučia🤔,No
DIOR 😂,No
"Visai nepanašios į soc,darbuotojas",No
gali būti kad jos ištrauke dyzelį iš tavęs,No
labai jau pavargusios šitos moterys🤣,No
jei policija gerai dirbtu mergina butu gyva...,No
"Juokas ima iš mūsų policijos tyrimų,nes daugeliu atveju nukentėję yra pagrindiniai įtariamieji,o nusikaltėliai aukos...",No
